user_id,job
384,N/A
421,N/A
530,N/A
672,N/A
752,N/A
856,N/A
882,N/A
1052,N/A
1405,N/A
1505,N/A
2030,N/A
2317,N/A
2410,N/A
2613,N/A
2616,N/A
2861,N/A
2922,N/A
3055,N/A
3511,N/A
3596,N/A
3894,N/A
3928,N/A
3961,N/A
4133,N/A
4134,N/A
4135,N/A
4136,N/A
4137,N/A
4138,N/A
4139,N/A
4140,N/A
4141,N/A
4142,N/A
4143,N/A
4144,N/A
4145,N/A
4146,N/A
4147,N/A
4148,N/A
4149,N/A
4150,N/A
4151,N/A
4152,N/A
4153,N/A
4154,N/A
4155,N/A
4156,N/A
4157,N/A
4158,N/A
4159,N/A
4160,N/A
4161,N/A
4162,N/A
4163,N/A
4164,N/A
4165,N/A
4166,N/A
4167,N/A
4168,N/A
4169,N/A
4170,N/A
4171,N/A
4172,N/A
4173,N/A
4174,N/A
4175,N/A
4176,N/A
4177,N/A
4178,N/A
4179,N/A
4180,N/A
4181,N/A
4182,N/A
4183,N/A
4184,N/A
4185,N/A
4186,N/A
4187,N/A
4188,N/A
4189,N/A
4191,N/A
4192,N/A
4193,N/A
4194,N/A
4195,N/A
4196,N/A
4197,N/A
4198,N/A
4199,N/A
4201,N/A
4202,N/A
4203,N/A
4204,N/A
4205,N/A
4206,N/A
4207,N/A
4208,N/A
4209,N/A
4210,N/A
4211,N/A
4212,N/A
4213,N/A
4214,N/A
4215,N/A
4216,N/A
4217,N/A
4218,N/A
4219,N/A
4220,N/A
4221,N/A
4222,N/A
4223,N/A
4224,N/A
4225,N/A
4226,N/A
4227,N/A
4228,N/A
4229,N/A
4230,N/A
4231,N/A
4232,N/A
4233,N/A
4234,N/A
4235,N/A
4236,N/A
4237,N/A
4238,N/A
4239,N/A
4240,N/A
4241,N/A
4242,N/A
4243,N/A
4244,N/A
4245,N/A
4246,N/A
4247,N/A
4248,N/A
4249,N/A
4250,N/A
4251,N/A
4252,N/A
4253,N/A
4254,N/A
4255,N/A
4256,N/A
4257,N/A
4258,N/A
4259,N/A
4260,N/A
4261,N/A
4262,N/A
4263,N/A
4264,N/A
4265,N/A
4266,N/A
4267,N/A
4268,N/A
4269,N/A
4270,N/A
4271,N/A
4272,N/A
4273,N/A
4274,N/A
4275,N/A
4276,N/A
4277,N/A
4278,N/A
4279,N/A
4280,N/A
4281,N/A
4282,N/A
4283,N/A
4284,N/A
4285,N/A
4286,N/A
4287,N/A
4288,N/A
4289,N/A
4290,N/A
4291,N/A
4292,N/A
4293,N/A
4294,N/A
4295,N/A
4296,N/A
4297,N/A
4298,N/A
4299,N/A
4300,N/A
4301,N/A
4302,N/A
4304,N/A
4305,N/A
4306,N/A
4307,N/A
4308,N/A
4309,N/A
4310,N/A
4311,N/A
4312,N/A
4314,N/A
4315,N/A
4316,N/A
4317,N/A
4318,N/A
4319,N/A
4320,N/A
4321,N/A
4323,N/A
4324,N/A
4325,N/A
4326,N/A
4327,N/A
4328,N/A
4330,N/A
4331,N/A
4332,N/A
4333,N/A
4334,N/A
4335,N/A
4336,N/A
4337,N/A
4338,N/A
4339,N/A
4340,N/A
4341,N/A
4342,N/A
4343,N/A
4344,N/A
4345,N/A
4346,N/A
4347,N/A
4348,N/A
4349,N/A
4350,N/A
4351,N/A
4352,N/A
4353,N/A
4354,N/A
4355,N/A
4356,N/A
4357,N/A
4358,N/A
4359,N/A
4360,N/A
4361,N/A
4362,N/A
4363,N/A
4364,N/A
4365,N/A
4366,N/A
4367,N/A
4368,accounting
4369,N/A
4370,N/A
4371,N/A
4372,N/A
4373,N/A
4374,N/A
4375,N/A
4376,N/A
4377,N/A
4378,N/A
4379,N/A
4380,N/A
4381,N/A
4382,N/A
4383,N/A
4384,N/A
4385,N/A
4386,N/A
4387,N/A
4388,N/A
4389,N/A
4390,N/A
4391,N/A
4392,N/A
4393,N/A
4394,N/A
4395,N/A
4396,N/A
4397,N/A
4398,N/A
4399,N/A
4400,N/A
4401,N/A
4402,N/A
4403,N/A
4404,N/A
4405,N/A
4406,N/A
4407,N/A
4408,N/A
4409,N/A
4410,N/A
4411,N/A
4412,N/A
4413,N/A
4415,N/A
4416,N/A
4417,N/A
4418,N/A
4419,N/A
4420,N/A
4421,N/A
4422,N/A
4423,N/A
4424,N/A
4425,N/A
4426,N/A
4427,N/A
4428,N/A
4429,N/A
4430,N/A
4431,N/A
4432,N/A
4434,N/A
4435,N/A
4436,N/A
4437,N/A
4438,N/A
4439,N/A
4440,N/A
4441,N/A
4442,N/A
4443,N/A
4444,N/A
4445,N/A
4446,N/A
4447,N/A
4448,N/A
4449,N/A
4450,N/A
4451,N/A
4452,N/A
4453,N/A
4455,N/A
4456,N/A
4457,N/A
4458,N/A
4459,N/A
4460,N/A
4461,N/A
4463,N/A
4464,N/A
4465,N/A
4466,N/A
4467,N/A
4468,N/A
4469,N/A
4470,N/A
4471,N/A
4472,N/A
4473,N/A
4474,N/A
4475,N/A
4476,N/A
4477,N/A
4478,N/A
4479,N/A
4480,N/A
4481,N/A
4482,N/A
4483,N/A
4485,N/A
4486,N/A
4487,N/A
4488,N/A
4489,N/A
4490,N/A
4491,N/A
4492,N/A
4493,N/A
4494,N/A
4495,N/A
4496,N/A
4497,N/A
4498,N/A
4499,N/A
4500,N/A
4501,N/A
4502,N/A
4503,N/A
4504,N/A
4505,N/A
4506,N/A
4507,N/A
4508,N/A
4509,N/A
4510,N/A
4511,N/A
4512,N/A
4513,N/A
4514,N/A
4515,N/A
4516,N/A
4517,N/A
4518,N/A
4519,N/A
4520,N/A
4521,N/A
4522,N/A
4523,N/A
4524,N/A
4525,N/A
4527,N/A
4528,N/A
4529,N/A
4530,N/A
4531,N/A
4532,N/A
4533,N/A
4534,N/A
4535,N/A
4536,N/A
4537,N/A
4538,N/A
4539,N/A
4540,N/A
4541,N/A
4542,N/A
4543,N/A
4544,N/A
4545,N/A
4546,N/A
4547,N/A
4548,N/A
4549,N/A
4550,N/A
4551,N/A
4552,N/A
4553,N/A
4554,N/A
4555,N/A
4556,N/A
4557,N/A
4558,N/A
4559,N/A
4560,N/A
4561,N/A
4562,N/A
4563,N/A
4564,N/A
4565,N/A
4566,N/A
4567,N/A
4568,N/A
4569,N/A
4570,N/A
4571,N/A
4572,N/A
4573,N/A
4574,N/A
4575,N/A
4576,N/A
4577,N/A
4578,N/A
4579,N/A
4580,N/A
4581,N/A
4582,N/A
4583,N/A
4584,N/A
4585,N/A
4586,N/A
4587,N/A
4588,N/A
4589,N/A
4590,N/A
4591,N/A
4592,N/A
4593,N/A
4594,N/A
4595,N/A
4596,N/A
4598,N/A
4599,N/A
4600,N/A
4601,N/A
4602,N/A
4603,N/A
4604,N/A
4605,N/A
4606,N/A
4607,N/A
4608,N/A
4610,N/A
4611,N/A
4612,N/A
4613,N/A
4614,N/A
4615,N/A
4616,N/A
4617,N/A
4618,N/A
4619,N/A
4620,N/A
4621,N/A
4622,N/A
4623,N/A
4624,N/A
4626,N/A
4627,N/A
4628,N/A
4629,N/A
4630,N/A
4631,N/A
4632,N/A
4633,N/A
4634,N/A
4635,N/A
4636,N/A
4637,N/A
4638,N/A
4639,N/A
4640,N/A
4641,N/A
4642,N/A
4643,N/A
4644,N/A
4645,N/A
4646,N/A
4647,N/A
4648,N/A
4649,N/A
4650,N/A
4651,N/A
4652,N/A
4653,N/A
4654,N/A
4655,N/A
4656,N/A
4657,N/A
4658,N/A
4659,N/A
4660,N/A
4661,N/A
4662,N/A
4663,N/A
4664,N/A
4665,N/A
4666,N/A
4667,N/A
4668,N/A
4669,N/A
4670,N/A
4671,N/A
4672,N/A
4673,N/A
4674,N/A
4675,N/A
4676,N/A
4677,N/A
4678,N/A
4679,N/A
4680,N/A
4681,N/A
4682,N/A
4683,N/A
4684,N/A
4685,N/A
4686,N/A
4687,N/A
4688,N/A
4689,N/A
4690,N/A
4691,N/A
4692,N/A
4693,N/A
4697,N/A
4702,N/A
4703,N/A
4706,N/A
4707,N/A
4708,N/A
4711,N/A
4712,N/A
4713,N/A
4714,N/A
4715,N/A
4716,N/A
4722,N/A
4723,N/A
4724,N/A
4725,N/A
4726,N/A
4727,N/A
4735,N/A
4741,N/A
4746,N/A
4748,N/A
4749,N/A
4751,N/A
4752,N/A
4753,N/A
4755,N/A
4756,N/A
4764,N/A
4765,N/A
4766,N/A
4767,N/A
4769,N/A
4770,N/A
4772,N/A
4773,N/A
4781,N/A
4787,N/A
4788,N/A
4791,N/A
4792,N/A
4795,N/A
4796,N/A
4802,N/A
4803,N/A
4805,N/A
4810,N/A
4811,N/A
4816,N/A
4818,N/A
4819,N/A
4820,N/A
4821,N/A
4822,N/A
4825,N/A
4826,N/A
4828,N/A
4830,N/A
4832,N/A
4833,N/A
4836,N/A
4839,N/A
4845,N/A
4847,N/A
4851,N/A
4852,N/A
4857,N/A
4858,N/A
4859,N/A
4860,N/A
4863,N/A
4865,N/A
4866,N/A
4867,N/A
4868,N/A
4869,N/A
4870,N/A
4873,N/A
4881,N/A
5287,N/A
14773,N/A
27527,N/A
47469,N/A
53788,N/A
54033,N/A
54267,N/A
54367,N/A
54580,N/A
55166,N/A
65752,N/A
65753,N/A
65754,N/A
65755,N/A
65756,N/A
65757,N/A
65758,N/A
65759,N/A
65760,N/A
65761,N/A
65762,N/A
65763,N/A
65764,N/A
65765,N/A
65766,N/A
65767,N/A
65768,N/A
65769,N/A
65770,N/A
65771,N/A
65772,N/A
65773,N/A
65774,N/A
65775,N/A
65776,N/A
65777,N/A
65778,N/A
65779,N/A
65780,N/A
65781,N/A
65782,N/A
65783,N/A
65784,N/A
65785,N/A
65786,N/A
65787,N/A
65788,N/A
65789,N/A
65790,N/A
65791,N/A
65792,N/A
65793,N/A
65794,N/A
65795,N/A
65796,N/A
65797,N/A
65798,N/A
65799,N/A
65800,N/A
65801,N/A
65802,N/A
65803,N/A
65804,N/A
65805,N/A
65806,N/A
65807,N/A
65808,N/A
65809,N/A
65814,N/A
65821,N/A
65822,N/A
65824,N/A
65825,N/A
65826,N/A
65827,N/A
65828,N/A
65829,N/A
65836,N/A
65841,N/A
65844,N/A
65845,N/A
65847,N/A
65848,N/A
65849,N/A
65850,N/A
65851,N/A
65854,N/A
65855,N/A
65858,N/A
65859,N/A
65860,N/A
65861,N/A
65862,N/A
66151,N/A
66173,N/A
66214,N/A
66236,N/A
66240,N/A
66241,N/A
66250,N/A
66251,N/A
66255,N/A
66258,N/A
66267,N/A
66276,N/A
66277,N/A
66299,N/A
66311,N/A
66347,N/A
66354,N/A
66360,N/A
66364,N/A
66369,N/A
66373,N/A
66374,N/A
66375,N/A
66378,N/A
66381,N/A
66382,N/A
66383,N/A
66384,N/A
66385,N/A
66386,N/A
66388,N/A
66392,N/A
66393,N/A
66397,N/A
66400,N/A
66401,N/A
66402,N/A
66406,N/A
66407,N/A
66408,N/A
66409,N/A
66411,N/A
66413,N/A
66414,N/A
66415,N/A
66418,N/A
66419,N/A
66426,N/A
66429,N/A
66433,N/A
66435,N/A
66436,N/A
66438,N/A
66440,N/A
66445,N/A
66448,N/A
66449,N/A
66450,N/A
66451,N/A
66452,N/A
66453,N/A
66454,N/A
66455,N/A
66456,N/A
66457,N/A
66458,N/A
66459,N/A
66461,N/A
66751,N/A
66752,N/A
66755,N/A
66759,N/A
66760,N/A
66769,N/A
66778,N/A
66779,N/A
66812,N/A
66815,N/A
66820,N/A
66822,N/A
66824,N/A
66825,N/A
66828,N/A
66829,N/A
66830,N/A
66832,N/A
66835,N/A
66838,N/A
66839,N/A
66842,N/A
66843,N/A
66844,N/A
66845,N/A
66846,N/A
66849,N/A
66851,N/A
66855,N/A
66856,N/A
66860,N/A
66867,N/A
66870,N/A
67048,N/A
67053,N/A
67057,N/A
67060,N/A
67061,N/A
67067,N/A
67076,N/A
67077,N/A
67090,N/A
67093,N/A
67094,N/A
67120,N/A
67203,N/A
67204,N/A
67205,N/A
67212,N/A
67218,N/A
67221,N/A
67234,N/A
67236,N/A
67237,N/A
67239,recherche et développement
67243,N/A
67244,N/A
67248,N/A
67249,N/A
67262,N/A
67275,N/A
67280,N/A
67285,N/A
67291,N/A
67328,N/A
67395,N/A
67396,N/A
67397,N/A
67398,N/A
67399,N/A
67400,N/A
67401,N/A
67402,N/A
67403,N/A
67404,N/A
67405,N/A
67406,N/A
67407,N/A
67408,N/A
67409,N/A
67410,N/A
67411,N/A
67412,N/A
67413,N/A
67414,N/A
67415,N/A
67416,N/A
67417,N/A
67418,N/A
67419,N/A
67420,N/A
67421,N/A
67422,N/A
67423,N/A
67424,N/A
67425,N/A
67426,N/A
67427,N/A
67428,N/A
67429,N/A
67430,N/A
67431,N/A
67432,N/A
67433,N/A
67434,N/A
67435,N/A
67436,N/A
67437,N/A
67438,N/A
67439,N/A
67440,N/A
67441,N/A
67442,N/A
67443,N/A
67444,N/A
67445,N/A
67446,N/A
67447,N/A
67448,N/A
67449,N/A
67450,communication
67451,N/A
67452,N/A
67453,N/A
67454,N/A
67455,N/A
67456,N/A
67457,N/A
67458,N/A
67459,N/A
67460,N/A
67461,N/A
67462,N/A
67463,N/A
67464,N/A
67465,N/A
67466,N/A
67467,N/A
67468,N/A
67469,N/A
67470,N/A
67471,N/A
67472,N/A
67473,N/A
67474,N/A
67475,N/A
67476,N/A
67477,N/A
67478,N/A
67495,N/A
67504,N/A
67521,N/A
67522,N/A
67523,N/A
67527,N/A
67540,N/A
67544,N/A
67546,N/A
69962,N/A
69963,N/A
69964,N/A
69965,N/A
69966,N/A
69971,N/A
69975,N/A
69992,N/A
69996,N/A
69997,N/A
69998,accounting
69999,N/A
70000,N/A
70003,N/A
70051,N/A
70052,N/A
70059,N/A
70174,N/A
70175,N/A
70176,N/A
70177,N/A
70178,N/A
70179,N/A
70284,N/A
70285,N/A
70286,N/A
70287,N/A
70288,N/A
70289,N/A
70290,N/A
70291,N/A
70292,N/A
70293,N/A
70294,N/A
70295,N/A
70296,N/A
70297,N/A
70298,N/A
70299,N/A
70300,N/A
70301,N/A
70302,N/A
70303,N/A
70304,N/A
70305,N/A
70306,N/A
70307,N/A
70308,N/A
70309,N/A
70310,N/A
70311,N/A
70312,N/A
70313,N/A
70314,N/A
70315,N/A
70316,N/A
70317,N/A
70318,N/A
70319,N/A
70320,N/A
70321,N/A
70322,N/A
70323,N/A
70324,N/A
70325,N/A
70326,N/A
70327,N/A
70328,N/A
70329,N/A
70330,N/A
70331,N/A
70332,N/A
70333,N/A
70334,N/A
70335,N/A
70336,N/A
70337,N/A
70338,N/A
70339,N/A
70340,N/A
70341,N/A
70342,N/A
70343,N/A
70344,N/A
70345,N/A
70346,N/A
70347,N/A
70348,N/A
70349,N/A
70350,N/A
70351,N/A
70352,N/A
70353,N/A
70354,N/A
70355,N/A
70356,N/A
70357,N/A
70358,N/A
70359,N/A
70360,N/A
70361,N/A
70362,N/A
70363,N/A
70364,N/A
70365,N/A
70366,N/A
70367,N/A
70368,N/A
70369,N/A
70370,N/A
70371,N/A
70372,N/A
70373,N/A
70374,N/A
70375,N/A
70376,N/A
70377,N/A
70378,N/A
70379,N/A
70380,N/A
70381,N/A
70382,N/A
70383,N/A
70384,N/A
70385,N/A
70386,N/A
70387,N/A
70388,N/A
70389,N/A
70390,N/A
70391,N/A
70392,N/A
70393,N/A
70394,N/A
70395,N/A
70396,N/A
70397,N/A
70398,N/A
70399,N/A
70400,N/A
70401,N/A
70402,N/A
70403,N/A
70404,N/A
70405,N/A
70406,N/A
70407,N/A
70408,N/A
70409,N/A
70410,N/A
70411,N/A
70412,N/A
70413,N/A
70414,N/A
70415,N/A
70416,N/A
70417,N/A
70418,N/A
70419,N/A
70420,N/A
70421,N/A
70422,N/A
70423,N/A
70641,N/A
70790,N/A
70791,N/A
70792,N/A
70793,N/A
70794,N/A
70795,N/A
70796,N/A
